[[0.55211294f32, 0.92269695f32, 0.9263346f32, 0.76031244f32, 4.4560432e-2f32, 0.15218955f32, 0.8324485f32, 0.4641732f32, 0.42986304f32, 0.23069465f32, 0.64630336f32, 0.39444554f32, 0.4127522f32, 0.9278825f32, 0.29872316f32, 0.8212209f32, 4.471904e-2f32, 0.87854564f32, 0.16331613f32, 0.5252652f32, 9.7780704e-2f32, 0.80848676f32, 0.22444439f32, 0.9110458f32, 0.25036442f32, 0.7006035f32, 0.53238165f32, 0.7711636f32, 0.67057896f32, 0.16556478f32, 0.6467155f32, 0.60063607f32, 0.46314824f32, 0.73121196f32, 5.266297e-2f32, 0.652202f32, 0.3082754f32, 0.5034889f32, 0.5236784f32, 0.17770082f32, 0.6610218f32, 0.20861006f32, 0.60866684f32, 0.44252676f32, 0.8148357f32, 0.18067193f32, 0.73747647f32, 0.7319014f32, 2.4639368e-2f32, 0.8380572f32, 0.736061f32, 0.41109872f32, 0.97254246f32, 0.4919759f32, 0.61829764f32, 0.5953416f32, 0.438626f32, 0.18018663f32, 0.2503978f32, 0.618888f32, 0.7877535f32, 0.92157996f32, 0.5968014f32, 1.5969336e-2f32],
[0.27657104f32, 0.82663214f32, 0.5023507f32, 0.61649084f32, 0.54440993f32, 0.12854809f32, 0.14587277f32, 0.37761652f32, 0.3710726f32, 0.22480112f32, 5.4043233e-2f32, 0.7837233f32, 0.30318058f32, 0.29809153f32, 0.8917136f32, 0.14898002f32, 0.7599365f32, 0.38703996f32, 0.5624622f32, 0.840993f32, 0.9559771f32, 0.3845135f32, 0.5529514f32, 0.5884647f32, 0.3745675f32, 0.33025855f32, 0.2496571f32, 0.6218489f32, 0.99353445f32, 0.64085543f32, 0.9936635f32, 0.26733518f32, 0.5955003f32, 0.6591629f32, 0.35967797f32, 0.509894f32, 0.58431697f32, 0.5363047f32, 0.1726067f32, 0.2806933f32, 0.219122f32, 0.47914797f32, 0.5504607f32, 0.7200216f32, 0.94120973f32, 0.70670295f32, 0.7896719f32, 0.86192393f32, 0.15014917f32, 0.73714715f32, 0.83649164f32, 0.31268185f32, 0.17964172f32, 0.44624138f32, 0.5476638f32, 0.6194048f32, 9.704363e-2f32, 0.9235022f32, 5.1271856e-2f32, 0.40893382f32, 0.6156014f32, 0.5945498f32, 0.56988096f32, 0.2796467f32],
[0.9649104f32, 0.32212013f32, 0.976122f32, 0.31995535f32, 0.9213622f32, 0.9816039f32, 0.75133383f32, 0.87475586f32, 0.1934256f32, 2.9766798e-2f32, 0.5281465f32, 0.90615684f32, 0.6720472f32, 0.32894933f32, 0.41483903f32, 0.22842622f32, 2.5385618e-3f32, 0.3177449f32, 0.6755538f32, 0.54489195f32, 0.79210305f32, 0.8433182f32, 0.9504272f32, 0.13680822f32, 0.8472383f32, 0.48697f32, 0.10047138f32, 0.305416f32, 0.4717394f32, 0.38278222f32, 0.5200047f32, 0.2501436f32, 0.6012794f32, 0.17477065f32, 4.7415793e-2f32, 0.7106193f32, 0.75992596f32, 4.598707e-2f32, 0.46722507f32, 0.8279798f32, 0.32727903f32, 0.826142f32, 6.525785e-2f32, 0.69626987f32, 0.8935531f32, 0.2648468f32, 0.8593912f32, 0.94831f32, 0.21199661f32, 0.51543224f32, 0.79791343f32, 0.3230781f32, 0.9888196f32, 0.24599308f32, 0.4191001f32, 0.27528048f32, 0.8637423f32, 0.85440916f32, 0.28983462f32, 0.37738085f32, 0.36995322f32, 0.8498788f32, 0.8601055f32, 0.90878475f32],
[0.6229856f32, 0.6357274f32, 0.4053359f32, 0.31720984f32, 0.43155992f32, 0.6540432f32, 0.5552667f32, 3.5357237e-2f32, 0.48226386f32, 0.4088661f32, 0.7825239f32, 0.54870665f32, 0.2189905f32, 0.8511862f32, 0.8307294f32, 0.6620179f32, 0.27225792f32, 0.9517903f32, 0.9088938f32, 0.10272968f32, 0.4269992f32, 1.8689632e-2f32, 0.14862955f32, 0.64945436f32, 0.282166f32, 0.8051571f32, 0.58828145f32, 0.72732043f32, 8.550644e-2f32, 0.11973673f32, 5.6638002e-2f32, 0.81025267f32, 0.35092556f32, 0.49189252f32, 0.6726912f32, 0.5457578f32, 0.26924926f32, 0.48276484f32, 0.66152024f32, 0.19323528f32, 0.4238251f32, 0.5145019f32, 9.630096e-2f32, 0.7095065f32, 0.5316901f32, 0.84944534f32, 0.80572796f32, 0.773219f32, 0.20563728f32, 0.404485f32, 0.10938829f32, 0.35131943f32, 0.27408278f32, 0.6524215f32, 3.847319e-2f32, 0.7697905f32, 0.9867738f32, 0.39644897f32, 0.70174575f32, 0.16433406f32, 0.76870704f32, 0.11085248f32, 0.14490587f32, 0.666638f32],
[0.6267686f32, 0.969245f32, 0.49854714f32, 0.8785596f32, 0.46355098f32, 0.10226846f32, 0.6038065f32, 0.27285606f32, 0.9104347f32, 0.20942897f32, 0.80831003f32, 0.26861888f32, 0.5963855f32, 0.25316703f32, 0.90134287f32, 6.692207e-2f32, 0.49622744f32, 4.701829e-2f32, 0.27870983f32, 3.4965754e-2f32, 0.18861085f32, 0.81358147f32, 0.55941564f32, 0.344298f32, 0.48977268f32, 0.14647967f32, 0.2836594f32, 0.7798034f32, 0.99510044f32, 0.8343355f32, 0.5829976f32, 0.5950499f32, 0.5929916f32, 0.5676531f32, 5.9016824e-2f32, 0.39474213f32, 0.8586309f32, 0.6828558f32, 0.83757806f32, 0.64587015f32, 0.6419605f32, 4.400164e-2f32, 0.9756069f32, 0.6826601f32, 4.3040812e-2f32, 0.859445f32, 0.3470924f32, 0.28854102f32, 0.29601115f32, 0.54615754f32, 0.813727f32, 0.72900414f32, 0.988669f32, 5.2875698e-2f32, 0.2801113f32, 0.6317469f32, 0.3443194f32, 0.5313029f32, 0.23308837f32, 0.8861394f32, 0.51918876f32, 0.9658578f32, 0.13354409f32, 0.6280035f32],
[0.88161147f32, 0.5750328f32, 0.48943323f32, 0.19874704f32, 0.27580947f32, 0.15810877f32, 0.6824109f32, 0.46742916f32, 0.31611848f32, 0.2559471f32, 0.7067838f32, 0.8271575f32, 0.14742243f32, 0.32949132f32, 0.7860429f32, 0.7585026f32, 0.3949604f32, 2.182132e-2f32, 0.25214612f32, 4.9300194e-3f32, 0.51649094f32, 8.4735155e-3f32, 0.57298684f32, 0.57614845f32, 0.67581654f32, 7.347661e-2f32, 0.19521832f32, 0.11083007f32, 0.44735795f32, 0.13329715f32, 0.5745955f32, 0.30573803f32, 0.28991628f32, 0.24429691f32, 0.22965169f32, 0.31475747f32, 0.9296571f32, 0.59877896f32, 0.93585855f32, 0.29071343f32, 0.631497f32, 6.5188766e-2f32, 4.2239904e-2f32, 0.1516633f32, 0.8426174f32, 0.12195003f32, 0.7578089f32, 0.22815913f32, 2.2849202e-2f32, 0.81823456f32, 0.13768315f32, 0.13619387f32, 0.3651393f32, 0.9946809f32, 0.67750657f32, 0.25640863f32, 0.43448853f32, 0.43713927f32, 0.22314501f32, 0.16637194f32, 0.1353249f32, 0.9114602f32, 0.30134904f32, 0.39615536f32],
[0.289715f32, 5.470836e-2f32, 0.24547821f32, 0.68186516f32, 0.15211135f32, 0.105029166f32, 0.47700268f32, 5.2850425e-2f32, 0.63497627f32, 0.67273796f32, 3.8636446e-2f32, 0.804783f32, 0.65682054f32, 0.60740614f32, 0.7174277f32, 0.441813f32, 0.53763443f32, 0.92238003f32, 0.17118394f32, 0.8458773f32, 0.40127558f32, 0.64399564f32, 0.38732594f32, 0.61430573f32, 0.42730898f32, 6.874323e-3f32, 0.6381378f32, 0.5311327f32, 3.2603502e-2f32, 0.71783364f32, 0.6994227f32, 0.19031966f32, 0.359183f32, 0.51806355f32, 0.50372386f32, 0.8114376f32, 0.44964433f32, 0.35498625f32, 0.9619432f32, 0.37357217f32, 0.3624463f32, 0.82080895f32, 0.8568131f32, 0.36167622f32, 0.8385811f32, 0.1800195f32, 0.25170636f32, 0.2859869f32, 0.36637336f32, 0.9542363f32, 0.79932976f32, 0.1041019f32, 0.6076224f32, 0.78848183f32, 0.94042826f32, 0.6949652f32, 0.37643665f32, 0.6623307f32, 0.63892317f32, 0.33409542f32, 0.5561427f32, 0.15246934f32, 0.8768021f32, 5.0084352e-2f32],
[0.6832493f32, 0.18276972f32, 0.8844846f32, 0.4571004f32, 0.43227673f32, 0.3567177f32, 0.5935378f32, 0.8507158f32, 0.11408669f32, 0.6957499f32, 0.80532986f32, 0.11067158f32, 0.640673f32, 0.115888536f32, 0.7666434f32, 0.6743932f32, 0.29785806f32, 0.8113152f32, 0.6102545f32, 0.110717416f32, 0.8120206f32, 0.41019475f32, 0.24712676f32, 0.5628312f32, 0.308474f32, 0.21057129f32, 0.9301124f32, 0.26050335f32, 0.52345645f32, 0.8525832f32, 0.19157326f32, 0.42394555f32, 0.4332363f32, 0.6260066f32, 0.7798635f32, 0.72761595f32, 0.23032898f32, 0.40479803f32, 0.42640173f32, 0.663062f32, 0.2999373f32, 0.9227179f32, 0.40842277f32, 7.694459e-2f32, 0.69213355f32, 0.663399f32, 0.95088685f32, 0.5994977f32, 0.2715612f32, 0.7385913f32, 0.44112182f32, 0.11495298f32, 0.14523691f32, 0.35301548f32, 0.97467536f32, 0.83362913f32, 0.8668962f32, 0.27912688f32, 0.40414226f32, 0.43578243f32, 0.71358514f32, 0.5101216f32, 0.9522745f32, 0.31456912f32],
[0.38062412f32, 0.25977367f32, 0.8607202f32, 0.12150645f32, 0.55194616f32, 0.58899313f32, 0.8130798f32, 0.7688634f32, 0.9076108f32, 0.15529424f32, 0.23069489f32, 0.27699047f32, 0.27600062f32, 0.26707f32, 0.26744586f32, 0.43163186f32, 0.33671445f32, 0.96090597f32, 0.27699494f32, 0.6239554f32, 0.87013096f32, 3.0119658e-2f32, 0.33678097f32, 0.7260097f32, 0.1761769f32, 0.8663142f32, 0.6219515f32, 0.52392226f32, 1.5038788e-2f32, 0.47641844f32, 0.12922806f32, 0.19174165f32, 0.97254133f32, 0.45841736f32, 0.97041374f32, 0.3222161f32, 0.39766312f32, 0.37934595f32, 0.9805704f32, 0.89652014f32, 0.91975415f32, 0.5224433f32, 0.877537f32, 0.9574696f32, 0.5424068f32, 0.112027705f32, 0.103921235f32, 0.75814855f32, 0.41387618f32, 0.4467222f32, 0.62327605f32, 0.2816099f32, 0.71624804f32, 0.80112743f32, 0.19481587f32, 0.71904933f32, 1.42070055e-2f32, 0.8954245f32, 0.7423879f32, 0.40029496f32, 0.27863073f32, 6.0512006e-2f32, 0.5109884f32, 2.4639845e-2f32],
[0.5998385f32, 0.39793777f32, 0.13276786f32, 0.9257253f32, 0.72703016f32, 0.95545626f32, 0.4714386f32, 0.83761036f32, 0.78640217f32, 0.4088964f32, 0.75840116f32, 0.21091121f32, 0.8472409f32, 0.57759416f32, 0.5087968f32, 0.9723126f32, 0.66696084f32, 0.85774887f32, 0.35494387f32, 0.9589118f32, 0.8464982f32, 0.5317619f32, 0.930367f32, 0.26121777f32, 1.0433972e-2f32, 0.7254876f32, 4.9127102e-2f32, 0.7062816f32, 0.7814694f32, 0.47389156f32, 0.2530344f32, 0.40077227f32, 0.70710564f32, 0.7213316f32, 0.31307608f32, 0.11573869f32, 0.45373285f32, 0.41920632f32, 0.2238009f32, 0.99552333f32, 0.60189945f32, 0.22648108f32, 0.9771061f32, 0.86364156f32, 0.63469315f32, 0.61982745f32, 0.17262357f32, 0.96156704f32, 0.310499f32, 0.23318231f32, 0.5099424f32, 0.10753131f32, 0.95330805f32, 0.33524954f32, 0.8134128f32, 0.29092807f32, 0.5189028f32, 0.7133095f32, 0.806567f32, 0.91530335f32, 0.40128332f32, 0.8008702f32, 0.83267164f32, 0.25146174f32],
[0.2508378f32, 0.31211573f32, 0.8576535f32, 5.848044e-2f32, 0.28265214f32, 0.37494165f32, 0.891907f32, 0.36389238f32, 0.870896f32, 0.9001108f32, 5.824524e-2f32, 0.6052017f32, 0.32774633f32, 0.48167384f32, 0.9271864f32, 0.5701939f32, 0.9944301f32, 0.75638115f32, 0.1983161f32, 0.34606022f32, 0.14864779f32, 0.80738723f32, 0.1999675f32, 0.5832387f32, 4.5667768e-2f32, 0.63993764f32, 0.1390006f32, 0.99305713f32, 0.6359533f32, 0.60116285f32, 0.8380774f32, 0.5021446f32, 0.565066f32, 0.6860345f32, 0.5767046f32, 0.5188265f32, 0.24076277f32, 4.900652e-2f32, 0.44410056f32, 0.5319f32, 0.795225f32, 0.21298051f32, 0.58826625f32, 0.8879622f32, 0.5322846f32, 0.26861566f32, 0.95582056f32, 0.5000231f32, 0.19565201f32, 0.46092647f32, 0.49186718f32, 0.22434253f32, 0.8199013f32, 0.20504999f32, 0.55953366f32, 0.46981877f32, 0.1436786f32, 0.7146373f32, 0.7980778f32, 0.97501284f32, 2.9165626e-2f32, 0.8942911f32, 0.33552223f32, 0.74641055f32],
[0.8078682f32, 0.776321f32, 0.34882742f32, 0.5634186f32, 0.53389657f32, 0.5259533f32, 0.2201724f32, 0.42080885f32, 0.7462547f32, 0.5624174f32, 1.1441112e-2f32, 0.9843609f32, 0.26165324f32, 0.481228f32, 0.7814406f32, 0.43604183f32, 0.3154028f32, 0.8023843f32, 0.5814972f32, 0.8356277f32, 0.5268005f32, 5.703473e-2f32, 0.66531944f32, 4.0347576e-2f32, 0.84208727f32, 0.14836013f32, 0.39542854f32, 0.32638383f32, 0.7825104f32, 0.38552105f32, 0.25306433f32, 0.67014563f32, 0.57761574f32, 0.6730962f32, 0.11830962f32, 0.16759366f32, 1.2346089e-2f32, 0.7719113f32, 0.98076576f32, 3.0929923e-2f32, 0.5526496f32, 0.6952909f32, 0.47557753f32, 0.16377503f32, 0.79657936f32, 0.83446056f32, 0.8559461f32, 0.8196534f32, 0.3786255f32, 4.816276e-2f32, 0.22838575f32, 0.756492f32, 0.9866636f32, 0.7709599f32, 0.31748885f32, 0.22388905f32, 0.45695454f32, 0.7368016f32, 0.8123853f32, 0.86501837f32, 0.65265954f32, 0.1402157f32, 0.45001632f32, 0.9902085f32],
[0.959281f32, 0.13761431f32, 0.65867805f32, 0.79373235f32, 0.6940983f32, 1.4466047e-2f32, 0.8270562f32, 0.7838982f32, 0.693326f32, 0.32162756f32, 0.3225701f32, 0.65860254f32, 0.4846154f32, 0.16668558f32, 0.61207753f32, 0.2870828f32, 0.33482414f32, 6.167251e-2f32, 0.51749337f32, 0.3293259f32, 0.2964086f32, 0.36983168f32, 0.37253368f32, 0.74074435f32, 0.27607745f32, 0.7574129f32, 0.48316562f32, 0.47625035f32, 0.42732763f32, 0.841488f32, 0.4823048f32, 0.46624523f32, 0.22958565f32, 0.5152982f32, 0.4040007f32, 0.16471642f32, 0.8868085f32, 3.771341e-2f32, 0.2447946f32, 0.15346658f32, 9.116471e-2f32, 0.5542233f32, 0.23243189f32, 2.4852097e-2f32, 0.26346081f32, 0.5098938f32, 0.9434995f32, 0.12582678f32, 6.8718314e-2f32, 0.20976877f32, 7.882732e-2f32, 0.15702629f32, 0.35496956f32, 0.510609f32, 0.8855322f32, 0.1306684f32, 0.60475487f32, 0.47597462f32, 9.925854e-2f32, 0.27332872f32, 0.17442834f32, 0.6147322f32, 0.83199006f32, 0.8001531f32],
[0.18654478f32, 0.2103774f32, 0.64693177f32, 0.5237993f32, 0.27143204f32, 0.67237926f32, 0.5488657f32, 0.3519274f32, 0.10755414f32, 0.8218802f32, 4.7297e-2f32, 0.92789227f32, 0.7540061f32, 0.4986772f32, 0.23326659f32, 0.9672052f32, 7.741231e-2f32, 0.47118378f32, 0.18071908f32, 0.46228164f32, 0.6074072f32, 0.16588837f32, 0.67787325f32, 0.31373924f32, 0.85836124f32, 0.36694628f32, 0.88988185f32, 0.76167583f32, 5.603373e-2f32, 0.3483103f32, 0.16677678f32, 2.847898e-2f32, 2.9847503e-2f32, 0.7444542f32, 0.30676758f32, 0.18071204f32, 0.40052587f32, 0.25465268f32, 0.126149f32, 0.4115476f32, 0.52360195f32, 0.6697192f32, 0.67902005f32, 0.9501297f32, 0.75648034f32, 0.77732366f32, 0.31593722f32, 0.23711073f32, 0.54780364f32, 0.1271326f32, 1.8341243e-2f32, 0.8621975f32, 0.7316619f32, 0.6818683f32, 0.86364126f32, 0.87793374f32, 0.811587f32, 0.8130729f32, 0.15468866f32, 2.9173136e-2f32, 0.5409759f32, 0.92834955f32, 0.5917078f32, 0.14740026f32],
[0.86082435f32, 0.8685021f32, 0.51319534f32, 0.32288456f32, 9.671289e-2f32, 0.94704884f32, 0.1860078f32, 0.527948f32, 0.3477189f32, 0.22059608f32, 0.9011651f32, 0.89383924f32, 0.6900201f32, 0.5884237f32, 0.58154315f32, 0.509044f32, 0.24342215f32, 0.43376124f32, 0.65996695f32, 0.11825901f32, 0.45193344f32, 0.93732f32, 0.13348186f32, 0.56310916f32, 0.2791555f32, 0.5514159f32, 9.674817e-2f32, 0.32008898f32, 0.5712594f32, 0.49070674f32, 0.23612845f32, 0.6584752f32, 0.38882124f32, 0.51628864f32, 0.5622306f32, 0.73700297f32, 0.70255035f32, 0.9107939f32, 0.576507f32, 0.55214596f32, 0.50683224f32, 0.60934484f32, 0.6682646f32, 0.52166176f32, 0.6329942f32, 0.88630015f32, 6.755245e-2f32, 0.40241802f32, 0.2480551f32, 0.64081866f32, 0.9717332f32, 0.4412632f32, 0.3171401f32, 0.89772785f32, 0.7328122f32, 0.12072587f32, 0.4176429f32, 0.46664798f32, 0.9134427f32, 0.26412815f32, 0.98883855f32, 0.48633075f32, 0.19067043f32, 0.6778923f32],
[0.1849109f32, 0.41264194f32, 3.4951687e-2f32, 0.7822968f32, 0.6432317f32, 0.41111058f32, 0.15765947f32, 0.45056456f32, 0.98618406f32, 0.5068126f32, 0.30379558f32, 0.16906452f32, 0.55166173f32, 0.93603855f32, 0.614625f32, 0.89474505f32, 0.48073643f32, 0.72607577f32, 0.47462255f32, 3.2852292e-2f32, 0.55952f32, 0.67162424f32, 0.25534266f32, 0.90844715f32, 0.54818845f32, 0.8252994f32, 0.8948962f32, 0.18485343f32, 0.3017705f32, 0.40117604f32, 0.6352673f32, 0.3752615f32, 0.662048f32, 0.62078285f32, 0.44349045f32, 0.77611524f32, 0.8163034f32, 0.65603346f32, 0.49846107f32, 0.56045806f32, 0.53685856f32, 0.9468647f32, 0.42619818f32, 0.41260523f32, 0.92023474f32, 0.13973528f32, 3.678459e-2f32, 0.73738515f32, 0.4195736f32, 0.71442693f32, 0.4061365f32, 0.5653361f32, 0.7754511f32, 0.93246746f32, 0.24379832f32, 0.30456346f32, 8.07817e-2f32, 0.5528898f32, 0.4520442f32, 0.5093323f32, 0.8821449f32, 0.658955f32, 0.40401912f32, 5.8451116e-2f32],
[0.40637547f32, 0.17222923f32, 4.5672655e-3f32, 0.5734779f32, 0.282427f32, 5.2812457e-2f32, 9.917456e-2f32, 2.4107814e-2f32, 0.7869186f32, 0.18217927f32, 0.98083365f32, 0.7312046f32, 0.21761334f32, 0.7525843f32, 0.99125296f32, 0.924554f32, 0.2684309f32, 0.43507814f32, 0.42384386f32, 0.20485026f32, 0.37927282f32, 0.13295275f32, 0.43813086f32, 0.80552334f32, 0.114183605f32, 4.9880207e-2f32, 0.85503745f32, 0.29550648f32, 0.67008686f32, 0.63390505f32, 0.8936219f32, 0.6096079f32, 0.60299516f32, 0.71304256f32, 0.36457628f32, 0.4368282f32, 3.1339884e-2f32, 0.5690631f32, 0.3511637f32, 0.98581994f32, 0.65105295f32, 0.6997603f32, 0.47406036f32, 0.86689377f32, 0.42666972f32, 0.19924188f32, 4.8224628e-2f32, 8.9069605e-2f32, 0.86012536f32, 0.57607365f32, 6.620467e-2f32, 0.44164222f32, 0.7461319f32, 0.89716065f32, 0.49842858f32, 0.46413034f32, 0.10613257f32, 0.44617993f32, 0.29926348f32, 4.543376e-2f32, 0.51251876f32, 6.614959e-2f32, 0.36111796f32, 0.32136184f32],
[7.698995e-2f32, 9.62379e-2f32, 0.80959815f32, 0.89214814f32, 0.1884337f32, 0.11588186f32, 0.56227636f32, 0.7466427f32, 0.568135f32, 0.86077344f32, 8.91732e-2f32, 0.6516721f32, 1.3374567e-2f32, 0.40879738f32, 0.17090183f32, 0.10715449f32, 0.9220677f32, 0.5287473f32, 0.41911334f32, 0.2835089f32, 0.5912588f32, 3.6278605e-2f32, 0.9593113f32, 0.7500169f32, 0.57573116f32, 0.34266436f32, 0.4687479f32, 0.6227596f32, 0.10644871f32, 0.89711976f32, 0.7233544f32, 0.570287f32, 0.4229557f32, 0.6876956f32, 0.19880128f32, 0.8534637f32, 8.160949e-2f32, 0.9921073f32, 0.10329604f32, 0.2670955f32, 0.19303322f32, 0.31341416f32, 0.22047943f32, 0.5899004f32, 0.7346008f32, 0.45869756f32, 0.5420944f32, 0.4214983f32, 0.49972993f32, 0.20189708f32, 0.22236317f32, 0.50931513f32, 0.7832452f32, 0.5216867f32, 0.7115342f32, 0.74463636f32, 0.5881665f32, 0.9921889f32, 0.69036096f32, 7.296556e-2f32, 0.37105858f32, 0.672512f32, 0.20871371f32, 0.3519554f32],
[0.21740824f32, 0.8802209f32, 0.4345466f32, 0.4122622f32, 0.56636786f32, 0.9412557f32, 0.5514521f32, 0.33246797f32, 0.30141217f32, 0.12755984f32, 0.45105803f32, 8.950567e-2f32, 0.7785121f32, 0.21912652f32, 0.31217915f32, 0.92262655f32, 0.8207724f32, 0.52972156f32, 0.21469122f32, 0.7164418f32, 0.11762506f32, 0.43081677f32, 0.6183269f32, 0.7667512f32, 0.15326965f32, 0.30404574f32, 0.13954091f32, 0.45625347f32, 0.5662925f32, 0.3223343f32, 0.91084015f32, 0.81552744f32, 0.71883416f32, 0.12559497f32, 0.3996058f32, 0.7425426f32, 0.32760864f32, 0.1860984f32, 0.9909844f32, 0.18643063f32, 0.14660048f32, 3.8431585e-2f32, 0.3605771f32, 0.5698118f32, 0.37055963f32, 0.6219145f32, 0.69819677f32, 0.5455357f32, 0.7752103f32, 5.1003456e-2f32, 0.5898138f32, 0.54977167f32, 0.48966366f32, 0.25696784f32, 0.5772971f32, 0.7762583f32, 0.6354903f32, 0.7659414f32, 6.667143e-2f32, 0.76811814f32, 0.23652738f32, 0.70370996f32, 0.22286695f32, 4.795903e-2f32],
[0.83318627f32, 1.4337242e-2f32, 0.17850858f32, 0.5648687f32, 3.0746758e-2f32, 0.16723049f32, 0.59644735f32, 0.94270575f32, 0.15171075f32, 0.5401265f32, 0.5366119f32, 0.99400675f32, 0.85665584f32, 0.8642871f32, 0.15400928f32, 0.8937078f32, 0.9842617f32, 0.6609154f32, 0.1527685f32, 0.61713386f32, 0.41478378f32, 3.0908585e-3f32, 0.7399413f32, 0.8193135f32, 0.5020267f32, 0.38682622f32, 0.30432045f32, 0.21763098f32, 0.28402942f32, 0.7089155f32, 0.24774837f32, 0.55059206f32, 7.5149655e-2f32, 0.3370893f32, 0.46449983f32, 0.17175668f32, 0.97604835f32, 0.9907662f32, 0.15911365f32, 0.9823012f32, 0.45728266f32, 0.89044845f32, 0.38798118f32, 0.71891916f32, 0.49544197f32, 0.40568572f32, 0.16452491f32, 0.53246355f32, 0.40869218f32, 0.6460292f32, 0.40503067f32, 0.5982679f32, 0.77463853f32, 0.8475863f32, 0.40799582f32, 0.4425221f32, 0.67337424f32, 0.32168603f32, 0.36609066f32, 0.100456f32, 8.753431e-2f32, 0.9866707f32, 0.3996681f32, 0.85960454f32],
[0.4833542f32, 0.8909985f32, 0.16846442f32, 0.44195867f32, 0.63122034f32, 5.8014393e-2f32, 0.47972983f32, 0.7182133f32, 0.9811578f32, 0.77094615f32, 6.8389535e-2f32, 6.4240515e-2f32, 0.9678732f32, 0.24653089f32, 0.27486968f32, 0.6009809f32, 0.71334445f32, 0.75633454f32, 0.6981973f32, 0.42960995f32, 0.8187938f32, 0.80316985f32, 0.81146574f32, 0.2444759f32, 0.77960885f32, 0.6297898f32, 0.18242943f32, 0.447365f32, 0.8832793f32, 0.9163147f32, 3.289306e-2f32, 0.72343004f32, 0.16559297f32, 0.1095016f32, 0.47106498f32, 0.7028465f32, 0.39015192f32, 0.55940676f32, 0.7442256f32, 0.85450643f32, 0.42574167f32, 0.2983396f32, 0.30553377f32, 4.5419097e-2f32, 0.4775092f32, 0.6241989f32, 0.76296973f32, 0.7241678f32, 0.3448096f32, 0.98032f32, 0.6719665f32, 7.374519e-2f32, 0.8690508f32, 0.19544482f32, 0.70253515f32, 0.5772869f32, 0.90093994f32, 0.39811802f32, 0.7726213f32, 0.72366714f32, 0.75975406f32, 4.362607e-2f32, 0.4431194f32, 0.10636723f32]]
